# name	status	verified	params(known)	write-shaped	purpose
# one method per line; full entry at https://vs.izie.top/redocumented/api/methods/<name>.json
admin.usergroups.fetch	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.usergroups.listChannels	documented	docs-only	params	-	List the channels linked to an org-level IDP group (user group).
admin.usergroups.removeChannels	documented	docs-only	params	write	Remove one or more default channels from an org-level IDP group (user group).
admin.usergroups.removeTeams	documented	docs-only	params	write	Remove one or more default workspaces from an organization-wide IDP Group or Admin Group.
admin.usergroups.removeUsers	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.usergroups.update	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.usergroups.uploadUsers	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.assign	documented	docs-only	params	write	Add an Enterprise user to a workspace.
admin.users.conversations.counts	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.conversations.search	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.externalUsers.disconnect	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.externalUsers.removeFromAllConversations	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.getExpiration	documented	docs-only	params	-	Fetches the expiration timestamp for a guest
admin.users.invite	documented	docs-only	params	write	Invite a user to a workspace.
admin.users.list	documented	docs-only	params	-	List users on a workspace
admin.users.remove	documented	docs-only	params	write	Remove a user from a workspace.
admin.users.removeFromAllExternalLimitedConversations	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.search	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.sendEmailToPending	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.session.clearSettings	documented	docs-only	params	write	Clear user-specific session settings—the session duration and what happens when the client closes—for a list of users.
admin.users.session.getSettings	documented	docs-only	params	-	Get user-specific session settings—the session duration and what happens when the client closes—given a list of users.
admin.users.session.info	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.users.session.invalidate	documented	docs-only	params	-	Revoke a single session for a user. The user will be forced to login to Slack.
admin.users.session.list	documented	docs-only	params	-	List active user sessions for an organization
admin.users.session.reset	documented	docs-only	params	write	Wipes all valid sessions on all devices for a given user
admin.users.session.resetBulk	documented	docs-only	params	write	Enqueues an asynchronous job to wipe all valid sessions on all devices for a given list of users
admin.users.session.setSettings	documented	docs-only	params	write	Configure the user-level session settings—the session duration and what happens when the client closes—for one or more users.
admin.users.setAdmin	documented	docs-only	params	write	Set an existing regular user or owner to be a workspace or org admin.
admin.users.setExpiration	documented	docs-only	params	write	Set an expiration for a guest user
admin.users.setOwner	documented	docs-only	params	write	Set an existing regular user or admin to be a workspace or org owner.
admin.users.setRegular	documented	docs-only	params	write	Set an existing guest user, admin user, or owner to be a regular user.
admin.users.unsupportedVersions.export	documented	docs-only	params	-	Ask Slackbot to send you an export listing all workspace members using unsupported software, presented as a zipped CSV file.
admin.workflows.collaborators.add	documented	docs-only	params	write	Add collaborators to workflows within the team or enterprise
admin.workflows.collaborators.remove	documented	docs-only	params	write	Remove collaborators from workflows within the team or enterprise
admin.workflows.permissions.lookup	documented	docs-only	params	-	Look up the permissions for a set of workflows
admin.workflows.responses.export	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.workflows.search	documented	docs-only	params	-	Search workflows within the team or enterprise
admin.workflows.triggers.types.list	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
admin.workflows.triggers.types.permissions.lookup	documented	docs-only	params	-	List the permissions for using each trigger type.
admin.workflows.triggers.types.permissions.set	documented	docs-only	params	write	Set the permissions for using a trigger type
admin.workflows.triggers.types.permissionsWithStepRestrictions.lookup	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.workflows.triggers.types.permissionsWithStepRestrictions.set	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
admin.workflows.unpublish	documented	docs-only	params	-	Unpublish workflows within the team or enterprise
agents.sessions.rename	documented	docs-only	params	write	Rename an agent session.
agents.sessions.setStatus	documented	docs-only	params	write	Set an agent session's lifecycle status, creating the session if needed.
agents.sunroof.get	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
agents.threads.archive	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
agents.threads.pin	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
agents.threads.unpin	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.agents.channelAgent.configure	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.agents.channelAgent.getConfiguration	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.agents.channels.list	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.agents.diveDeeper	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.agents.sessions.list	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.agents.stop	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.agents.threads.list	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.analyze.startThread	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.answer.previewShare	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.answer.share	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.audio.boot	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.audio.transcribe	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.audio.transcribeChunk	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.canvas.computeDraftDiff	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.canvas.createContent	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.canvas.getTopicSuggestions	undocumented	existence-only (sample-checked)	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.canvas.refineContent	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.canvas.reviseContentWithSources	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.digest.addToDigest	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.digest.info	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.digest.list	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.digest.listDigestChannelIds	undocumented	existence-only	params	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.digest.markComplete	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.digest.markUnread	undocumented	existence-only	-	write	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.digest.removeFromDigest	undocumented	existence-only	-	write	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.digest.triggerDigest	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.focus.summary	undocumented	existence-only	-	-	(inferred from name only; see methods/datamine-2026-09.md)
ai.alpha.getChannelJoinReason	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
ai.alpha.internal.feedbackDatasets	undocumented	existence-only	-	-	(from internal-canvas cross-reference; see methods/internal-canvas-2026.md)
